task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
72	b5/538d40	296677	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K26MK)	CACHED	0	2025-06-12 11:11:53.259	2.3s	1s	202.9%	24.6 MB	33 MB	150.1 MB	136.4 MB
71	17/b76c82	297054	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K26MK)	CACHED	0	2025-06-12 11:11:53.972	5.1s	3s	218.0%	441.7 MB	6.5 GB	38.9 MB	6.5 MB
73	7e/79909b	303442	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K26MK)	CACHED	0	2025-06-12 11:12:08.930	2s	1s	175.5%	12.3 MB	19.9 MB	133.9 MB	125.9 MB
74	c6/1a7841	294119	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K27MK)	CACHED	0	2025-06-12 11:11:45.491	1.1s	28ms	50.5%	2.8 MB	3.9 MB	131.4 KB	909 B
76	76/fccaa2	298969	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K27MK)	CACHED	0	2025-06-12 11:11:58.938	5.2s	3s	225.2%	487.3 MB	6.4 GB	47.9 MB	6.5 MB
75	7e/c47a70	299001	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K27MK)	CACHED	0	2025-06-12 11:11:59.106	2.5s	1s	253.0%	20.6 MB	27.9 MB	203.7 MB	186.8 MB
77	af/d68db0	307060	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K27MK)	CACHED	0	2025-06-12 11:12:20.299	2.2s	1s	189.1%	12.1 MB	19.9 MB	177.5 MB	169.5 MB
78	8a/6af1ef	295837	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K28MK)	CACHED	0	2025-06-12 11:11:50.982	899ms	18ms	130.4%	2.9 MB	3.9 MB	131.4 KB	910 B
79	6e/6e9182	300139	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K28MK)	CACHED	0	2025-06-12 11:12:01.608	4.3s	3s	514.2%	506.1 MB	28.5 GB	1.5 GB	1.5 GB
80	4e/21a1c4	301551	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K28MK)	CACHED	0	2025-06-12 11:12:04.143	11.2s	10s	226.7%	1.4 GB	6.5 GB	281.2 MB	6.4 MB
81	8a/90671c	309648	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K28MK)	CACHED	0	2025-06-12 11:12:27.083	3.8s	2s	406.3%	505.1 MB	28.5 GB	1.4 GB	1.4 GB
82	78/e564b7	298532	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K29MK)	CACHED	0	2025-06-12 11:11:58.612	1.1s	18ms	93.5%	2.8 MB	3.9 MB	131.4 KB	909 B
83	53/00a4ca	304005	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K29MK)	CACHED	0	2025-06-12 11:12:10.967	12.1s	10s	221.6%	1.3 GB	6.3 GB	345.2 MB	6.5 MB
84	b5/9fb410	305292	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K29MK)	CACHED	0	2025-06-12 11:12:15.390	4.9s	4s	542.3%	502.2 MB	28.5 GB	1.9 GB	1.8 GB
85	8d/c0bf61	318274	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K29MK)	CACHED	0	2025-06-12 11:12:50.731	4.3s	3s	419.9%	519.9 MB	28.5 GB	1.7 GB	1.7 GB
86	7a/c83091	300596	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K31MK)	CACHED	0	2025-06-12 11:12:02.623	1s	18ms	96.7%	3 MB	3.9 MB	131.4 KB	909 B
88	12/bb2503	308125	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K31MK)	CACHED	0	2025-06-12 11:12:22.465	10.2s	8s	209.5%	1.3 GB	6.7 GB	214.6 MB	6.4 MB
87	fd/b33ad7	308469	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K31MK)	CACHED	0	2025-06-12 11:12:23.102	4s	2s	483.1%	499.1 MB	28.5 GB	1.1 GB	1.1 GB
89	26/daa5b7	321771	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K31MK)	CACHED	0	2025-06-12 11:12:58.733	3.4s	2s	368.8%	508.8 MB	28.5 GB	1 GB	1 GB
90	29/518947	302239	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K32MK)	CACHED	0	2025-06-12 11:12:05.900	927ms	19ms	105.3%	2.9 MB	3.9 MB	131.4 KB	910 B
92	c6/d5e5fe	311267	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K32MK)	CACHED	0	2025-06-12 11:12:30.921	8.1s	6s	223.7%	1.2 GB	6.5 GB	185 MB	6.4 MB
91	1a/e261c8	311838	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K32MK)	CACHED	0	2025-06-12 11:12:32.664	3.5s	2s	477.1%	506.1 MB	28.5 GB	995.1 MB	958.2 MB
93	bc/1d4aaf	328179	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K32MK)	CACHED	0	2025-06-12 11:13:17.576	3.7s	3s	352.8%	509.3 MB	28.5 GB	921.1 MB	913 MB
94	66/342a27	304364	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K33MK)	CACHED	0	2025-06-12 11:12:11.974	918ms	17ms	107.7%	2.9 MB	3.9 MB	131.4 KB	910 B
96	b8/b998bb	313933	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K33MK)	CACHED	0	2025-06-12 11:12:39.046	4.1s	2s	505.8%	499.7 MB	28.5 GB	1.4 GB	1.3 GB
95	c6/b2b9bc	313273	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K33MK)	CACHED	0	2025-06-12 11:12:36.155	10.1s	9s	219.5%	1.3 GB	6.5 GB	258.9 MB	6.4 MB
97	c7/82a6ce	330720	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K33MK)	CACHED	0	2025-06-12 11:13:25.348	4.3s	3s	391.1%	514 MB	28.5 GB	1.3 GB	1.3 GB
98	cc/e52963	305845	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K34MK)	CACHED	0	2025-06-12 11:12:17.398	978ms	17ms	70.9%	2.9 MB	3.9 MB	131.4 KB	909 B
99	b0/0ac59f	316634	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K34MK)	CACHED	0	2025-06-12 11:12:46.274	4.5s	3s	490.1%	504.5 MB	28.5 GB	1.5 GB	1.5 GB
100	c0/93bf43	315564	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K34MK)	CACHED	0	2025-06-12 11:12:43.170	11.2s	10s	203.8%	1.3 GB	6.5 GB	279.4 MB	6.5 MB
101	67/ee1a5d	334262	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K34MK)	CACHED	0	2025-06-12 11:13:39.529	4.5s	2s	399.9%	508.2 MB	28.5 GB	1.4 GB	1.4 GB
102	1b/47bad1	307527	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K35MK)	CACHED	0	2025-06-12 11:12:21.307	1s	19ms	98.0%	3 MB	3.9 MB	131.4 KB	909 B
104	c1/8bbb4e	320191	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K35MK)	CACHED	0	2025-06-12 11:12:55.050	3.7s	2s	455.8%	497.6 MB	28.5 GB	1.1 GB	1 GB
103	f5/00adc2	319871	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K35MK)	CACHED	0	2025-06-12 11:12:54.339	9.2s	8s	219.4%	1.4 GB	6.6 GB	202.4 MB	6.5 MB
105	4e/999907	340069	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K35MK)	CACHED	0	2025-06-12 11:13:58.132	3.4s	2s	361.8%	508.1 MB	28.5 GB	1 GB	1 GB
106	df/1c8b50	310196	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K36MK)	CACHED	0	2025-06-12 11:12:29.091	973ms	17ms	133.0%	3.1 MB	3.9 MB	131.4 KB	910 B
108	cf/4c93ff	323702	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K36MK)	CACHED	0	2025-06-12 11:13:03.582	13.2s	11s	209.1%	1.4 GB	6.5 GB	349.4 MB	6.4 MB
107	bf/af7561	323173	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K36MK)	CACHED	0	2025-06-12 11:13:02.119	5.2s	4s	532.6%	510.7 MB	28.5 GB	2.1 GB	2 GB
109	01/c8fd41	345536	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K36MK)	CACHED	0	2025-06-12 11:14:11.744	4.7s	4s	417.6%	523.7 MB	28.5 GB	1.9 GB	1.9 GB
110	cb/5fa095	312384	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K37MK)	CACHED	0	2025-06-12 11:12:34.671	974ms	18ms	97.1%	3 MB	3.9 MB	131.4 KB	909 B
112	5c/40f3f2	327839	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K37MK)	CACHED	0	2025-06-12 11:13:16.806	4.5s	3s	507.9%	507 MB	28.5 GB	1.5 GB	1.4 GB
